sparql,template_name,variables,answer,question
"
SELECT ?regulation_value

WHERE {
        ?zoning :maxBuildingHeight ?regulation_value ;
                rdfs:label ""R1c"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':maxBuildingHeight', 'regulation_text': 'maximum building height', 'zoning': 'R1c'}",['35 [ft_i]'],What is the maximum building height in the R1c zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :permitsUse ?regulation_value ;
                rdfs:label ""R1d"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':permitsUse', 'regulation_text': 'permits use', 'zoning': 'R1d'}",[],What is the permits use in the R1d zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotSize ?regulation_value ;
                rdfs:label ""R1d"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotSize', 'regulation_text': 'minimum lot size', 'zoning': 'R1d'}",['6000 [sft_i]'],What is the minimum lot size in the R1d zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :maxDensity ?regulation_value ;
                rdfs:label ""R1d"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':maxDensity', 'regulation_text': 'maximum density', 'zoning': 'R1d'}",['6 [du/acr_u]'],What is the maximum density in the R1d zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotWidth ?regulation_value ;
                rdfs:label ""R1d"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotWidth', 'regulation_text': 'minimum lot width', 'zoning': 'R1d'}",['60 [ft_i]'],What is the minimum lot width in the R1d zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotDepth ?regulation_value ;
                rdfs:label ""R1d"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotDepth', 'regulation_text': 'minimum lot depth', 'zoning': 'R1d'}",['90 [ft_i]'],What is the minimum lot depth in the R1d zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minFrontSetback ?regulation_value ;
                rdfs:label ""R1d"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minFrontSetback', 'regulation_text': 'minimum front setback', 'zoning': 'R1d'}",['15 [ft_i]'],What is the minimum front setback in the R1d zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minSideSetback ?regulation_value ;
                rdfs:label ""R1d"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minSideSetback', 'regulation_text': 'minimum side setback', 'zoning': 'R1d'}",['5 [ft_i]'],What is the minimum side setback in the R1d zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minRearSetback ?regulation_value ;
                rdfs:label ""R1d"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minRearSetback', 'regulation_text': 'minimum rear setback', 'zoning': 'R1d'}",['20 [ft_i]'],What is the minimum rear setback in the R1d zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :maxBuildingHeight ?regulation_value ;
                rdfs:label ""R1d"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':maxBuildingHeight', 'regulation_text': 'maximum building height', 'zoning': 'R1d'}",['35 [ft_i]'],What is the maximum building height in the R1d zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :permitsUse ?regulation_value ;
                rdfs:label ""R2a"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':permitsUse', 'regulation_text': 'permits use', 'zoning': 'R2a'}",[],What is the permits use in the R2a zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotSize ?regulation_value ;
                rdfs:label ""R2a"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotSize', 'regulation_text': 'minimum lot size', 'zoning': 'R2a'}",['10000 [sft_i]'],What is the minimum lot size in the R2a zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :maxDensity ?regulation_value ;
                rdfs:label ""R2a"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':maxDensity', 'regulation_text': 'maximum density', 'zoning': 'R2a'}",['4 [du/acr_u]'],What is the maximum density in the R2a zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotWidth ?regulation_value ;
                rdfs:label ""R2a"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotWidth', 'regulation_text': 'minimum lot width', 'zoning': 'R2a'}",['60 [ft_i]'],What is the minimum lot width in the R2a zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotDepth ?regulation_value ;
                rdfs:label ""R2a"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotDepth', 'regulation_text': 'minimum lot depth', 'zoning': 'R2a'}",['70 [ft_i]'],What is the minimum lot depth in the R2a zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minFrontSetback ?regulation_value ;
                rdfs:label ""R2a"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minFrontSetback', 'regulation_text': 'minimum front setback', 'zoning': 'R2a'}",['20 [ft_i]'],What is the minimum front setback in the R2a zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minSideSetback ?regulation_value ;
                rdfs:label ""R2a"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minSideSetback', 'regulation_text': 'minimum side setback', 'zoning': 'R2a'}",['5 [ft_i]'],What is the minimum side setback in the R2a zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minRearSetback ?regulation_value ;
                rdfs:label ""R2a"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minRearSetback', 'regulation_text': 'minimum rear setback', 'zoning': 'R2a'}",['20 [ft_i]'],What is the minimum rear setback in the R2a zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :maxBuildingHeight ?regulation_value ;
                rdfs:label ""R2a"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':maxBuildingHeight', 'regulation_text': 'maximum building height', 'zoning': 'R2a'}",['35 [ft_i]'],What is the maximum building height in the R2a zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :permitsUse ?regulation_value ;
                rdfs:label ""FI2"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':permitsUse', 'regulation_text': 'permits use', 'zoning': 'FI2'}",[],What is the permits use in the FI2 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotSize ?regulation_value ;
                rdfs:label ""FI2"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotSize', 'regulation_text': 'minimum lot size', 'zoning': 'FI2'}",[],What is the minimum lot size in the FI2 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :maxDensity ?regulation_value ;
                rdfs:label ""FI2"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':maxDensity', 'regulation_text': 'maximum density', 'zoning': 'FI2'}",[],What is the maximum density in the FI2 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotWidth ?regulation_value ;
                rdfs:label ""FI2"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotWidth', 'regulation_text': 'minimum lot width', 'zoning': 'FI2'}",['75 [ft_i]'],What is the minimum lot width in the FI2 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotDepth ?regulation_value ;
                rdfs:label ""FI2"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotDepth', 'regulation_text': 'minimum lot depth', 'zoning': 'FI2'}",['100 [ft_i]'],What is the minimum lot depth in the FI2 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minFrontSetback ?regulation_value ;
                rdfs:label ""FI2"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minFrontSetback', 'regulation_text': 'minimum front setback', 'zoning': 'FI2'}",['0 [ft_i]'],What is the minimum front setback in the FI2 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minSideSetback ?regulation_value ;
                rdfs:label ""FI2"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minSideSetback', 'regulation_text': 'minimum side setback', 'zoning': 'FI2'}",['0 [ft_i]'],What is the minimum side setback in the FI2 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minRearSetback ?regulation_value ;
                rdfs:label ""FI2"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minRearSetback', 'regulation_text': 'minimum rear setback', 'zoning': 'FI2'}",['0 [ft_i]'],What is the minimum rear setback in the FI2 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :maxBuildingHeight ?regulation_value ;
                rdfs:label ""FI2"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':maxBuildingHeight', 'regulation_text': 'maximum building height', 'zoning': 'FI2'}",['80 [ft_i]'],What is the maximum building height in the FI2 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :permitsUse ?regulation_value ;
                rdfs:label ""C3"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':permitsUse', 'regulation_text': 'permits use', 'zoning': 'C3'}",[],What is the permits use in the C3 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotSize ?regulation_value ;
                rdfs:label ""C3"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotSize', 'regulation_text': 'minimum lot size', 'zoning': 'C3'}",[],What is the minimum lot size in the C3 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :maxDensity ?regulation_value ;
                rdfs:label ""C3"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':maxDensity', 'regulation_text': 'maximum density', 'zoning': 'C3'}",[],What is the maximum density in the C3 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotWidth ?regulation_value ;
                rdfs:label ""C3"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotWidth', 'regulation_text': 'minimum lot width', 'zoning': 'C3'}",['75 [ft_i]'],What is the minimum lot width in the C3 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotDepth ?regulation_value ;
                rdfs:label ""C3"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotDepth', 'regulation_text': 'minimum lot depth', 'zoning': 'C3'}",['100 [ft_i]'],What is the minimum lot depth in the C3 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minFrontSetback ?regulation_value ;
                rdfs:label ""C3"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minFrontSetback', 'regulation_text': 'minimum front setback', 'zoning': 'C3'}",['0 [ft_i]'],What is the minimum front setback in the C3 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minSideSetback ?regulation_value ;
                rdfs:label ""C3"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minSideSetback', 'regulation_text': 'minimum side setback', 'zoning': 'C3'}",['0 [ft_i]'],What is the minimum side setback in the C3 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minRearSetback ?regulation_value ;
                rdfs:label ""C3"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minRearSetback', 'regulation_text': 'minimum rear setback', 'zoning': 'C3'}",['0 [ft_i]'],What is the minimum rear setback in the C3 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :maxBuildingHeight ?regulation_value ;
                rdfs:label ""C3"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':maxBuildingHeight', 'regulation_text': 'maximum building height', 'zoning': 'C3'}",['50 [ft_i]'],What is the maximum building height in the C3 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :permitsUse ?regulation_value ;
                rdfs:label ""R3b"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':permitsUse', 'regulation_text': 'permits use', 'zoning': 'R3b'}",[],What is the permits use in the R3b zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotSize ?regulation_value ;
                rdfs:label ""R3b"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotSize', 'regulation_text': 'minimum lot size', 'zoning': 'R3b'}",['6000 [sft_i]'],What is the minimum lot size in the R3b zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :maxDensity ?regulation_value ;
                rdfs:label ""R3b"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':maxDensity', 'regulation_text': 'maximum density', 'zoning': 'R3b'}",['12 [du/acr_u]'],What is the maximum density in the R3b zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotWidth ?regulation_value ;
                rdfs:label ""R3b"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotWidth', 'regulation_text': 'minimum lot width', 'zoning': 'R3b'}",['60 [ft_i]'],What is the minimum lot width in the R3b zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotDepth ?regulation_value ;
                rdfs:label ""R3b"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotDepth', 'regulation_text': 'minimum lot depth', 'zoning': 'R3b'}",['70 [ft_i]'],What is the minimum lot depth in the R3b zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minFrontSetback ?regulation_value ;
                rdfs:label ""R3b"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minFrontSetback', 'regulation_text': 'minimum front setback', 'zoning': 'R3b'}",['15 [ft_i]'],What is the minimum front setback in the R3b zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minSideSetback ?regulation_value ;
                rdfs:label ""R3b"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minSideSetback', 'regulation_text': 'minimum side setback', 'zoning': 'R3b'}",['5 [ft_i]'],What is the minimum side setback in the R3b zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minRearSetback ?regulation_value ;
                rdfs:label ""R3b"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minRearSetback', 'regulation_text': 'minimum rear setback', 'zoning': 'R3b'}",['20 [ft_i]'],What is the minimum rear setback in the R3b zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :maxBuildingHeight ?regulation_value ;
                rdfs:label ""R3b"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':maxBuildingHeight', 'regulation_text': 'maximum building height', 'zoning': 'R3b'}",['35 [ft_i]'],What is the maximum building height in the R3b zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :permitsUse ?regulation_value ;
                rdfs:label ""C1"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':permitsUse', 'regulation_text': 'permits use', 'zoning': 'C1'}",[],What is the permits use in the C1 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotSize ?regulation_value ;
                rdfs:label ""C1"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotSize', 'regulation_text': 'minimum lot size', 'zoning': 'C1'}",['6000 [sft_i]'],What is the minimum lot size in the C1 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :maxDensity ?regulation_value ;
                rdfs:label ""C1"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':maxDensity', 'regulation_text': 'maximum density', 'zoning': 'C1'}",['12 [u/acr_u]'],What is the maximum density in the C1 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotWidth ?regulation_value ;
                rdfs:label ""C1"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotWidth', 'regulation_text': 'minimum lot width', 'zoning': 'C1'}",['30 [ft_i]'],What is the minimum lot width in the C1 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotDepth ?regulation_value ;
                rdfs:label ""C1"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotDepth', 'regulation_text': 'minimum lot depth', 'zoning': 'C1'}",['70 [ft_i]'],What is the minimum lot depth in the C1 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minFrontSetback ?regulation_value ;
                rdfs:label ""C1"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minFrontSetback', 'regulation_text': 'minimum front setback', 'zoning': 'C1'}",['0 [ft_i]'],What is the minimum front setback in the C1 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minSideSetback ?regulation_value ;
                rdfs:label ""C1"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minSideSetback', 'regulation_text': 'minimum side setback', 'zoning': 'C1'}",['0 [ft_i]'],What is the minimum side setback in the C1 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minRearSetback ?regulation_value ;
                rdfs:label ""C1"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minRearSetback', 'regulation_text': 'minimum rear setback', 'zoning': 'C1'}",['0 [ft_i]'],What is the minimum rear setback in the C1 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :maxBuildingHeight ?regulation_value ;
                rdfs:label ""C1"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':maxBuildingHeight', 'regulation_text': 'maximum building height', 'zoning': 'C1'}",['30 [ft_i]'],What is the maximum building height in the C1 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :permitsUse ?regulation_value ;
                rdfs:label ""C4"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':permitsUse', 'regulation_text': 'permits use', 'zoning': 'C4'}",[],What is the permits use in the C4 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotSize ?regulation_value ;
                rdfs:label ""C4"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotSize', 'regulation_text': 'minimum lot size', 'zoning': 'C4'}",[],What is the minimum lot size in the C4 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :maxDensity ?regulation_value ;
                rdfs:label ""C4"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':maxDensity', 'regulation_text': 'maximum density', 'zoning': 'C4'}",[],What is the maximum density in the C4 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotWidth ?regulation_value ;
                rdfs:label ""C4"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotWidth', 'regulation_text': 'minimum lot width', 'zoning': 'C4'}",['75 [ft_i]'],What is the minimum lot width in the C4 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotDepth ?regulation_value ;
                rdfs:label ""C4"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotDepth', 'regulation_text': 'minimum lot depth', 'zoning': 'C4'}",['100 [ft_i]'],What is the minimum lot depth in the C4 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minFrontSetback ?regulation_value ;
                rdfs:label ""C4"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minFrontSetback', 'regulation_text': 'minimum front setback', 'zoning': 'C4'}",['0 [ft_i]'],What is the minimum front setback in the C4 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minSideSetback ?regulation_value ;
                rdfs:label ""C4"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minSideSetback', 'regulation_text': 'minimum side setback', 'zoning': 'C4'}",['0 [ft_i]'],What is the minimum side setback in the C4 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minRearSetback ?regulation_value ;
                rdfs:label ""C4"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minRearSetback', 'regulation_text': 'minimum rear setback', 'zoning': 'C4'}",['0 [ft_i]'],What is the minimum rear setback in the C4 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :maxBuildingHeight ?regulation_value ;
                rdfs:label ""C4"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':maxBuildingHeight', 'regulation_text': 'maximum building height', 'zoning': 'C4'}",['50 [ft_i]'],What is the maximum building height in the C4 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :permitsUse ?regulation_value ;
                rdfs:label ""FI3"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':permitsUse', 'regulation_text': 'permits use', 'zoning': 'FI3'}",[],What is the permits use in the FI3 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotSize ?regulation_value ;
                rdfs:label ""FI3"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotSize', 'regulation_text': 'minimum lot size', 'zoning': 'FI3'}",[],What is the minimum lot size in the FI3 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :maxDensity ?regulation_value ;
                rdfs:label ""FI3"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':maxDensity', 'regulation_text': 'maximum density', 'zoning': 'FI3'}",[],What is the maximum density in the FI3 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotWidth ?regulation_value ;
                rdfs:label ""FI3"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotWidth', 'regulation_text': 'minimum lot width', 'zoning': 'FI3'}",['100 [ft_i]'],What is the minimum lot width in the FI3 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotDepth ?regulation_value ;
                rdfs:label ""FI3"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotDepth', 'regulation_text': 'minimum lot depth', 'zoning': 'FI3'}",['150 [ft_i]'],What is the minimum lot depth in the FI3 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minFrontSetback ?regulation_value ;
                rdfs:label ""FI3"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minFrontSetback', 'regulation_text': 'minimum front setback', 'zoning': 'FI3'}",['0 [ft_i]'],What is the minimum front setback in the FI3 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minSideSetback ?regulation_value ;
                rdfs:label ""FI3"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minSideSetback', 'regulation_text': 'minimum side setback', 'zoning': 'FI3'}",['0 [ft_i]'],What is the minimum side setback in the FI3 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minRearSetback ?regulation_value ;
                rdfs:label ""FI3"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minRearSetback', 'regulation_text': 'minimum rear setback', 'zoning': 'FI3'}",['0 [ft_i]'],What is the minimum rear setback in the FI3 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :maxBuildingHeight ?regulation_value ;
                rdfs:label ""FI3"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':maxBuildingHeight', 'regulation_text': 'maximum building height', 'zoning': 'FI3'}",['80 [ft_i]'],What is the maximum building height in the FI3 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :permitsUse ?regulation_value ;
                rdfs:label ""R2"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':permitsUse', 'regulation_text': 'permits use', 'zoning': 'R2'}",[],What is the permits use in the R2 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotSize ?regulation_value ;
                rdfs:label ""R2"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotSize', 'regulation_text': 'minimum lot size', 'zoning': 'R2'}",[],What is the minimum lot size in the R2 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :maxDensity ?regulation_value ;
                rdfs:label ""R2"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':maxDensity', 'regulation_text': 'maximum density', 'zoning': 'R2'}",[],What is the maximum density in the R2 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotWidth ?regulation_value ;
                rdfs:label ""R2"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotWidth', 'regulation_text': 'minimum lot width', 'zoning': 'R2'}",[],What is the minimum lot width in the R2 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotDepth ?regulation_value ;
                rdfs:label ""R2"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotDepth', 'regulation_text': 'minimum lot depth', 'zoning': 'R2'}",[],What is the minimum lot depth in the R2 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minFrontSetback ?regulation_value ;
                rdfs:label ""R2"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minFrontSetback', 'regulation_text': 'minimum front setback', 'zoning': 'R2'}",[],What is the minimum front setback in the R2 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minSideSetback ?regulation_value ;
                rdfs:label ""R2"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minSideSetback', 'regulation_text': 'minimum side setback', 'zoning': 'R2'}",[],What is the minimum side setback in the R2 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minRearSetback ?regulation_value ;
                rdfs:label ""R2"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minRearSetback', 'regulation_text': 'minimum rear setback', 'zoning': 'R2'}",[],What is the minimum rear setback in the R2 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :maxBuildingHeight ?regulation_value ;
                rdfs:label ""R2"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':maxBuildingHeight', 'regulation_text': 'maximum building height', 'zoning': 'R2'}",[],What is the maximum building height in the R2 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :permitsUse ?regulation_value ;
                rdfs:label ""R3a"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':permitsUse', 'regulation_text': 'permits use', 'zoning': 'R3a'}",[],What is the permits use in the R3a zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotSize ?regulation_value ;
                rdfs:label ""R3a"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotSize', 'regulation_text': 'minimum lot size', 'zoning': 'R3a'}",['6000 [sft_i]'],What is the minimum lot size in the R3a zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :maxDensity ?regulation_value ;
                rdfs:label ""R3a"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':maxDensity', 'regulation_text': 'maximum density', 'zoning': 'R3a'}",['8 [du/acr_u]'],What is the maximum density in the R3a zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotWidth ?regulation_value ;
                rdfs:label ""R3a"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotWidth', 'regulation_text': 'minimum lot width', 'zoning': 'R3a'}",['60 [ft_i]'],What is the minimum lot width in the R3a zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotDepth ?regulation_value ;
                rdfs:label ""R3a"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotDepth', 'regulation_text': 'minimum lot depth', 'zoning': 'R3a'}",['70 [ft_i]'],What is the minimum lot depth in the R3a zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minFrontSetback ?regulation_value ;
                rdfs:label ""R3a"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minFrontSetback', 'regulation_text': 'minimum front setback', 'zoning': 'R3a'}",['15 [ft_i]'],What is the minimum front setback in the R3a zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minSideSetback ?regulation_value ;
                rdfs:label ""R3a"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minSideSetback', 'regulation_text': 'minimum side setback', 'zoning': 'R3a'}",['5 [ft_i]'],What is the minimum side setback in the R3a zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minRearSetback ?regulation_value ;
                rdfs:label ""R3a"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minRearSetback', 'regulation_text': 'minimum rear setback', 'zoning': 'R3a'}",['20 [ft_i]'],What is the minimum rear setback in the R3a zoning district?
